timeframe,group,segment,category,year,metric,value
full-year,fish,age,55-64,2013,participants,29711
full-year,fish,age,18-24,2014,participants,26497
full-year,fish,age,25-34,2014,participants,41404
full-year,fish,age,35-44,2014,participants,36029
full-year,fish,age,45-54,2014,participants,33768
full-year,fish,age,55-64,2014,participants,29653
full-year,fish,age,18-24,2015,participants,26451
full-year,fish,age,25-34,2015,participants,42370
full-year,fish,age,35-44,2015,participants,36730
full-year,fish,age,45-54,2015,participants,33499
full-year,fish,age,55-64,2015,participants,30176
full-year,fish,age,18-24,2016,participants,26845
full-year,fish,age,25-34,2016,participants,43231
full-year,fish,age,35-44,2016,participants,38250
full-year,fish,age,45-54,2016,participants,33704
full-year,fish,age,55-64,2016,participants,31259
full-year,fish,age,18-24,2017,participants,24851
full-year,fish,age,25-34,2017,participants,40899
full-year,fish,age,35-44,2017,participants,37923
full-year,fish,age,45-54,2017,participants,32116
full-year,fish,age,55-64,2017,participants,31317
full-year,fish,age,18-24,2018,participants,21629
full-year,fish,age,25-34,2018,participants,36345
full-year,fish,age,35-44,2018,participants,34825
full-year,fish,age,45-54,2018,participants,28409
full-year,fish,age,55-64,2018,participants,29180
full-year,fish,gender,Female,2010,participants,34945
full-year,fish,gender,Male,2010,participants,126484
full-year,fish,gender,Female,2011,participants,34335
full-year,fish,gender,Male,2011,participants,121676
full-year,fish,gender,Female,2012,participants,40692
full-year,fish,gender,Male,2012,participants,134823
full-year,fish,gender,Female,2013,participants,39395
full-year,fish,gender,Male,2013,participants,129763
full-year,fish,gender,Female,2014,participants,40103
full-year,fish,gender,Male,2014,participants,127178
full-year,fish,gender,Female,2015,participants,41211
full-year,fish,gender,Male,2015,participants,127946
full-year,fish,gender,Female,2016,participants,42824
full-year,fish,gender,Male,2016,participants,130379
full-year,fish,gender,Female,2017,participants,41509
full-year,fish,gender,Male,2017,participants,125523
full-year,fish,gender,Female,2018,participants,36124
full-year,fish,gender,Male,2018,participants,114214
full-year,hunt,all,all,2010,participants,242255
full-year,hunt,all,all,2011,participants,237258
full-year,hunt,all,all,2012,participants,249815
full-year,hunt,all,all,2013,participants,241850
full-year,hunt,all,all,2014,participants,240385
full-year,hunt,all,all,2015,participants,246659
full-year,hunt,all,all,2016,participants,251363
full-year,hunt,all,all,2017,participants,245218
full-year,hunt,all,all,2018,participants,232584
full-year,hunt,residency,Non-resident,2010,participants,50348
full-year,hunt,residency,Resident,2010,participants,191907
full-year,hunt,residency,Non-resident,2011,participants,49760
full-year,hunt,residency,Resident,2011,participants,187498
full-year,hunt,residency,Non-resident,2012,participants,50568
full-year,hunt,residency,Resident,2012,participants,199247
full-year,hunt,residency,Non-resident,2013,participants,48761
full-year,hunt,residency,Resident,2013,participants,193089
full-year,hunt,residency,Non-resident,2014,participants,49264
full-year,hunt,residency,Resident,2014,participants,191121
full-year,hunt,residency,Non-resident,2015,participants,52778
full-year,hunt,residency,Resident,2015,participants,193881
full-year,hunt,residency,Non-resident,2016,participants,55319
full-year,hunt,residency,Resident,2016,participants,196044
full-year,hunt,residency,Non-resident,2017,participants,56131
full-year,hunt,residency,Resident,2017,participants,189087
full-year,hunt,residency,Non-resident,2018,participants,55393
full-year,hunt,residency,Resident,2018,participants,177191
full-year,hunt,age,18-24,2010,participants,34770
full-year,hunt,age,25-34,2010,participants,55707
full-year,hunt,age,35-44,2010,participants,53390
full-year,hunt,age,45-54,2010,participants,58289
full-year,hunt,age,55-64,2010,participants,43093
full-year,hunt,age,18-24,2011,participants,33734
full-year,hunt,age,25-34,2011,participants,55212
full-year,hunt,age,35-44,2011,participants,51786
full-year,hunt,age,45-54,2011,participants,55677
full-year,hunt,age,55-64,2011,participants,43598
full-year,hunt,age,18-24,2012,participants,36930
full-year,hunt,age,25-34,2012,participants,59865
full-year,hunt,age,35-44,2012,participants,54317
full-year,hunt,age,45-54,2012,participants,56140
full-year,hunt,age,55-64,2012,participants,45225
full-year,hunt,age,18-24,2013,participants,36746
full-year,hunt,age,25-34,2013,participants,58169
full-year,hunt,age,35-44,2013,participants,52749
full-year,hunt,age,45-54,2013,participants,52520
full-year,hunt,age,55-64,2013,participants,44140
full-year,hunt,age,18-24,2014,participants,36826
full-year,hunt,age,25-34,2014,participants,58495
full-year,hunt,age,35-44,2014,participants,52371
full-year,hunt,age,45-54,2014,participants,50958
full-year,hunt,age,55-64,2014,participants,44301
full-year,hunt,age,18-24,2015,participants,37379
full-year,hunt,age,25-34,2015,participants,60641
full-year,hunt,age,35-44,2015,participants,54038
full-year,hunt,age,45-54,2015,participants,51326
full-year,hunt,age,55-64,2015,participants,46064
full-year,hunt,age,18-24,2016,participants,37902
full-year,hunt,age,25-34,2016,participants,61528
full-year,hunt,age,35-44,2016,participants,55780
full-year,hunt,age,45-54,2016,participants,51249
full-year,hunt,age,55-64,2016,participants,47699
full-year,hunt,age,18-24,2017,participants,35778
full-year,hunt,age,25-34,2017,participants,59149
full-year,hunt,age,35-44,2017,participants,55466
full-year,hunt,age,45-54,2017,participants,49272
full-year,hunt,age,55-64,2017,participants,48017
full-year,hunt,age,18-24,2018,participants,32631
full-year,hunt,age,25-34,2018,participants,55334
full-year,hunt,age,35-44,2018,participants,53762
full-year,hunt,age,45-54,2018,participants,46305
full-year,hunt,age,55-64,2018,participants,46982
full-year,hunt,gender,Female,2010,participants,41123
full-year,hunt,gender,Male,2010,participants,201132
full-year,hunt,gender,Female,2011,participants,40632
full-year,hunt,gender,Male,2011,participants,196626
full-year,hunt,gender,Female,2012,participants,46652
full-year,hunt,gender,Male,2012,participants,203163
full-year,hunt,gender,Female,2013,participants,45689
full-year,hunt,gender,Male,2013,participants,196161
full-year,hunt,gender,Female,2014,participants,46668
full-year,hunt,gender,Male,2014,participants,193717
full-year,hunt,gender,Female,2015,participants,48354
full-year,hunt,gender,Male,2015,participants,198305
full-year,hunt,gender,Female,2016,participants,50227
full-year,hunt,gender,Male,2016,participants,201136
full-year,hunt,gender,Female,2017,participants,48854
full-year,hunt,gender,Male,2017,participants,196364
full-year,hunt,gender,Female,2018,participants,45102
full-year,hunt,gender,Male,2018,participants,187482
full-year,all_sports,all,all,2011,churn,37.70820003715094
full-year,all_sports,all,all,2012,churn,35.979667789209266
full-year,all_sports,all,all,2013,churn,38.7867021595981
full-year,all_sports,all,all,2014,churn,38.254994707594605
full-year,all_sports,all,all,2015,churn,37.561825843514576
full-year,all_sports,all,all,2016,churn,37.829148743812304
full-year,all_sports,all,all,2017,churn,39.62874408723639
full-year,all_sports,all,all,2018,churn,41.22737263633509
full-year,all_sports,residency,Non-resident,2011,churn,57.02907761976642
full-year,all_sports,residency,Resident,2011,churn,32.63924713533118
full-year,all_sports,residency,Non-resident,2012,churn,56.76131910532345
full-year,all_sports,residency,Resident,2012,churn,30.464324952799497
full-year,all_sports,residency,Non-resident,2013,churn,58.82771713336498
full-year,all_sports,residency,Resident,2013,churn,33.70038193799656
full-year,all_sports,residency,Non-resident,2014,churn,58.0135764237813
full-year,all_sports,residency,Resident,2014,churn,33.265491079520444
full-year,all_sports,residency,Non-resident,2015,churn,57.14807672790013
full-year,all_sports,residency,Resident,2015,churn,32.51328952325143
full-year,all_sports,residency,Non-resident,2016,churn,57.56754708401228
full-year,all_sports,residency,Resident,2016,churn,32.455991046054024
full-year,all_sports,residency,Non-resident,2017,churn,58.64350404020319
full-year,all_sports,residency,Resident,2017,churn,34.26322662259493
full-year,all_sports,residency,Non-resident,2018,churn,59.88491208066844
full-year,all_sports,residency,Resident,2018,churn,35.68897679436465
full-year,all_sports,age,18-24,2011,churn,51.696865113603685
full-year,all_sports,age,25-34,2011,churn,44.662250704579314
full-year,all_sports,age,35-44,2011,churn,42.826371979771494
full-year,all_sports,age,45-54,2011,churn,40.21685052068143
full-year,all_sports,age,55-64,2011,churn,36.159004942798134
full-year,all_sports,age,18-24,2012,churn,49.28262287306575
full-year,all_sports,age,25-34,2012,churn,42.58675650220967
full-year,all_sports,age,35-44,2012,churn,40.822986463784346
full-year,all_sports,age,45-54,2012,churn,38.581460926414856
full-year,all_sports,age,55-64,2012,churn,35.83421257855865
full-year,all_sports,age,18-24,2013,churn,51.890062279989166
full-year,all_sports,age,25-34,2013,churn,46.03023469472981
full-year,all_sports,age,35-44,2013,churn,43.39157169946794
full-year,all_sports,age,45-54,2013,churn,41.558603491271825
full-year,all_sports,age,55-64,2013,churn,37.85295743504699
full-year,all_sports,age,18-24,2014,churn,51.039512354413844
full-year,all_sports,age,25-34,2014,churn,44.90974729241877
full-year,all_sports,age,35-44,2014,churn,42.70412709245673
full-year,all_sports,age,45-54,2014,churn,41.25778260124522
full-year,all_sports,age,55-64,2014,churn,37.32499660187577
full-year,all_sports,age,18-24,2015,churn,51.35898340981292
full-year,all_sports,age,25-34,2015,churn,44.74417491495291
full-year,all_sports,age,35-44,2015,churn,42.117121417524295
full-year,all_sports,age,45-54,2015,churn,40.62481602857199
full-year,all_sports,age,55-64,2015,churn,36.29714904855421
full-year,all_sports,age,18-24,2016,churn,51.405869605928466
full-year,all_sports,age,25-34,2016,churn,45.35545258158671
full-year,all_sports,age,35-44,2016,churn,42.17957733446834
full-year,all_sports,age,45-54,2016,churn,41.088337294938235
full-year,all_sports,age,55-64,2016,churn,36.221344216741926
full-year,all_sports,age,18-24,2017,churn,53.31908606405994
full-year,all_sports,age,25-34,2017,churn,47.245156676635034
full-year,all_sports,age,35-44,2017,churn,43.52276801721047
full-year,all_sports,age,45-54,2017,churn,42.802786395832115
full-year,all_sports,age,55-64,2017,churn,38.09094530283654
full-year,all_sports,age,18-24,2018,churn,54.164570406394994
full-year,all_sports,age,25-34,2018,churn,48.548629778025735
full-year,all_sports,age,35-44,2018,churn,44.98070890275124
full-year,all_sports,age,45-54,2018,churn,44.25570776255708
full-year,all_sports,age,55-64,2018,churn,39.57556698669221
full-year,all_sports,gender,Female,2011,churn,52.18977214697371
full-year,all_sports,gender,Male,2011,churn,34.747330111568516
full-year,all_sports,gender,Female,2012,churn,48.28952549714511
full-year,all_sports,gender,Male,2012,churn,33.43589639266225
full-year,all_sports,gender,Female,2013,churn,51.616222241275835
full-year,all_sports,gender,Male,2013,churn,35.84067965131446
full-year,all_sports,gender,Female,2014,churn,50.52309039177063
full-year,all_sports,gender,Male,2014,churn,35.39757144459285
full-year,all_sports,gender,Female,2015,churn,50.27531977803012
full-year,all_sports,gender,Male,2015,churn,34.49876109849267
full-year,all_sports,gender,Female,2016,churn,49.90693634445961
full-year,all_sports,gender,Male,2016,churn,34.884143112881674
full-year,all_sports,gender,Female,2017,churn,51.62163776454894
full-year,all_sports,gender,Male,2017,churn,36.63391933815925
full-year,all_sports,gender,Female,2018,churn,53.44291153232079
full-year,all_sports,gender,Male,2018,churn,38.18830874527038
full-year,fish,all,all,2011,churn,45.072446710318474
full-year,fish,all,all,2012,churn,40.56957522225997
full-year,fish,all,all,2013,churn,44.46001766230807
full-year,fish,all,all,2014,churn,44.553612598872064
full-year,fish,all,all,2015,churn,44.35829532343781
full-year,fish,all,all,2016,churn,44.15070023705788
full-year,fish,all,all,2017,churn,46.25497248892918
full-year,fish,all,all,2018,churn,48.80621677283395
full-year,fish,residency,Non-resident,2011,churn,68.10259635252898
full-year,fish,residency,Resident,2011,churn,41.388403860110515
full-year,fish,residency,Non-resident,2012,churn,64.99736678316657
full-year,fish,residency,Resident,2012,churn,36.79361179361179
full-year,fish,residency,Non-resident,2013,churn,66.85482828456931
full-year,fish,residency,Resident,2013,churn,41.04774535809019
full-year,fish,residency,Non-resident,2014,churn,65.82361135295142
full-year,fish,residency,Resident,2014,churn,41.21119669462192
full-year,fish,residency,Non-resident,2015,churn,66.60115413565275
full-year,fish,residency,Resident,2015,churn,40.648126835324724
full-year,fish,residency,Non-resident,2016,churn,67.27966271832966
full-year,fish,residency,Resident,2016,churn,40.157502149017
full-year,fish,residency,Non-resident,2017,churn,68.54258528660942
full-year,fish,residency,Resident,2017,churn,42.34436609681776
full-year,fish,residency,Non-resident,2018,churn,70.8872957138452
full-year,fish,residency,Resident,2018,churn,44.74583238829666
full-year,fish,age,18-24,2011,churn,61.753257742426804
full-year,fish,age,25-34,2011,churn,52.79342164406018
full-year,fish,age,35-44,2011,churn,49.958903721338885
full-year,fish,age,45-54,2011,churn,46.12505385609651
full-year,fish,age,55-64,2011,churn,40.71472537021615
full-year,fish,age,18-24,2012,churn,57.15298705903209
full-year,fish,age,25-34,2012,churn,48.17899986521095
full-year,fish,age,35-44,2012,churn,45.1656022575375
full-year,fish,age,45-54,2012,churn,42.04047984535789
full-year,fish,age,55-64,2012,churn,37.657298277425205
full-year,fish,age,18-24,2013,churn,59.76504040706375
full-year,fish,age,25-34,2013,churn,52.56729404648349
full-year,fish,age,35-44,2013,churn,49.111111111111114
full-year,fish,age,45-54,2013,churn,45.65760118984383
full-year,fish,age,55-64,2013,churn,40.98678587864046
full-year,fish,age,18-24,2014,churn,59.31413100699407
full-year,fish,age,25-34,2014,churn,51.68247652781485
full-year,fish,age,35-44,2014,churn,48.7810904299127
full-year,fish,age,45-54,2014,churn,46.243299202995146
full-year,fish,age,55-64,2014,churn,41.408905792467436
full-year,fish,age,18-24,2015,churn,59.82941465071517
full-year,fish,age,25-34,2015,churn,51.777606028403056
full-year,fish,age,35-44,2015,churn,48.363818035471425
full-year,fish,age,45-54,2015,churn,46.01990049751244
full-year,fish,age,55-64,2015,churn,41.10545307388797
full-year,fish,age,18-24,2016,churn,59.86919209103626
full-year,fish,age,25-34,2016,churn,51.774840689166865
full-year,fish,age,35-44,2016,churn,48.350122515654775
full-year,fish,age,45-54,2016,churn,46.207349473118605
full-year,fish,age,55-64,2016,churn,40.48581654294804
full-year,fish,age,18-24,2017,churn,61.855094058483886
full-year,fish,age,25-34,2017,churn,54.33138257269089
full-year,fish,age,35-44,2017,churn,49.62091503267974
full-year,fish,age,45-54,2017,churn,48.21682886304296
full-year,fish,age,55-64,2017,churn,42.71089926101283
full-year,fish,age,18-24,2018,churn,63.23286789264013
full-year,fish,age,25-34,2018,churn,56.24587398224895
full-year,fish,age,35-44,2018,churn,52.27434538406771
full-year,fish,age,45-54,2018,churn,50.977705816415494
full-year,fish,age,55-64,2018,churn,45.41622760800843
full-year,fish,gender,Female,2011,churn,55.470024323937615
full-year,fish,gender,Male,2011,churn,42.19980392776952
full-year,fish,gender,Female,2012,churn,50.46454055628368
full-year,fish,gender,Male,2012,churn,37.77737598211644
full-year,fish,gender,Female,2013,churn,54.40627150299812
full-year,fish,gender,Male,2013,churn,41.45805982658745
full-year,fish,gender,Female,2014,churn,53.43571519228328
full-year,fish,gender,Male,2014,churn,41.85707790356265
full-year,fish,gender,Female,2015,churn,53.39002069670599
full-year,fish,gender,Male,2015,churn,41.510324112660996
full-year,fish,gender,Female,2016,churn,53.19696197617141
full-year,fish,gender,Male,2016,churn,41.23692807903334
full-year,fish,gender,Female,2017,churn,54.861759760881746
full-year,fish,gender,Male,2017,churn,43.42800604391812
full-year,fish,gender,Female,2018,churn,57.339372184345564
full-year,fish,gender,Male,2018,churn,45.9844012651068
full-year,hunt,all,all,2011,churn,37.70820003715094
full-year,hunt,all,all,2012,churn,35.97939795496885
full-year,hunt,all,all,2013,churn,38.78830334447491
full-year,hunt,all,all,2014,churn,38.256357246227005
full-year,hunt,all,all,2015,churn,37.56016390373775
full-year,hunt,all,all,2016,churn,37.829148743812304
full-year,hunt,all,all,2017,churn,39.62993758031214
full-year,hunt,all,all,2018,churn,41.22739766248807
full-year,hunt,residency,Non-resident,2011,churn,57.02907761976642
full-year,hunt,residency,Resident,2011,churn,32.63924713533118
full-year,hunt,residency,Non-resident,2012,churn,56.760450160771704
full-year,hunt,residency,Resident,2012,churn,30.464324952799497
full-year,hunt,residency,Non-resident,2013,churn,58.82771713336498
full-year,hunt,residency,Resident,2013,churn,33.70238949645415
full-year,hunt,residency,Non-resident,2014,churn,58.0135764237813
full-year,hunt,residency,Resident,2014,churn,33.26704265908467
full-year,hunt,residency,Non-resident,2015,churn,57.14720688535239
full-year,hunt,residency,Resident,2015,churn,32.51134098293751
full-year,hunt,residency,Non-resident,2016,churn,57.56754708401228
full-year,hunt,residency,Resident,2016,churn,32.455991046054024
full-year,hunt,residency,Non-resident,2017,churn,58.64350404020319
full-year,hunt,residency,Resident,2017,churn,34.264756891310114
full-year,hunt,residency,Non-resident,2018,churn,59.88491208066844
full-year,hunt,residency,Resident,2018,churn,35.68886279860593
full-year,hunt,age,18-24,2011,churn,51.696865113603685
full-year,hunt,age,25-34,2011,churn,44.662250704579314
full-year,hunt,age,35-44,2011,churn,42.826371979771494
full-year,hunt,age,45-54,2011,churn,40.21685052068143
full-year,hunt,age,55-64,2011,churn,36.159004942798134
full-year,hunt,age,18-24,2012,churn,49.28262287306575
full-year,hunt,age,25-34,2012,churn,42.58675650220967
full-year,hunt,age,35-44,2012,churn,40.821843741551774
full-year,hunt,age,45-54,2012,churn,38.581460926414856
full-year,hunt,age,55-64,2012,churn,35.83421257855865
full-year,hunt,age,18-24,2013,churn,51.8927701056052
full-year,hunt,age,25-34,2013,churn,46.031905119853
full-year,hunt,age,35-44,2013,churn,43.39157169946794
full-year,hunt,age,45-54,2013,churn,41.558603491271825
full-year,hunt,age,55-64,2013,churn,37.85737976782753
full-year,hunt,age,18-24,2014,churn,51.04501170195396
full-year,hunt,age,25-34,2014,churn,44.91051934879403
full-year,hunt,age,35-44,2014,churn,42.70602286299267
full-year,hunt,age,45-54,2014,churn,41.25856816450876
full-year,hunt,age,55-64,2014,churn,37.32215677390122
full-year,hunt,age,18-24,2015,churn,51.35773638190408
full-year,hunt,age,25-34,2015,churn,44.742285665441486
full-year,hunt,age,35-44,2015,churn,42.11491092398465
full-year,hunt,age,45-54,2015,churn,40.623650849719375
full-year,hunt,age,55-64,2015,churn,36.29714904855421
full-year,hunt,age,18-24,2016,churn,51.405869605928466
full-year,hunt,age,25-34,2016,churn,45.35545258158671
full-year,hunt,age,35-44,2016,churn,42.17957733446834
full-year,hunt,age,45-54,2016,churn,41.088337294938235
full-year,hunt,age,55-64,2016,churn,36.221344216741926
full-year,hunt,age,18-24,2017,churn,53.31908606405994
full-year,hunt,age,25-34,2017,churn,47.24840722922897
full-year,hunt,age,35-44,2017,churn,43.52276801721047
full-year,hunt,age,45-54,2017,churn,42.80473765341763
full-year,hunt,age,55-64,2017,churn,38.09094530283654
full-year,hunt,age,18-24,2018,churn,54.164570406394994
full-year,hunt,age,25-34,2018,churn,48.550271348628044
full-year,hunt,age,35-44,2018,churn,44.98070890275124
full-year,hunt,age,45-54,2018,churn,44.25434323753856
full-year,hunt,age,55-64,2018,churn,39.57556698669221
full-year,hunt,gender,Female,2011,churn,52.18977214697371
full-year,hunt,gender,Male,2011,churn,34.747330111568516
full-year,hunt,gender,Female,2012,churn,48.28952549714511
full-year,hunt,gender,Male,2012,churn,33.43555786111704
full-year,hunt,gender,Female,2013,churn,51.61836577209981
full-year,hunt,gender,Male,2013,churn,35.842156298144836
full-year,hunt,gender,Female,2014,churn,50.528573617282056
full-year,hunt,gender,Male,2014,churn,35.397963917394385
full-year,hunt,gender,Female,2015,churn,50.272135081854806
full-year,hunt,gender,Male,2015,churn,34.49774671298854
full-year,hunt,gender,Female,2016,churn,49.90693634445961
full-year,hunt,gender,Male,2016,churn,34.884143112881674
full-year,hunt,gender,Female,2017,churn,51.62163776454894
full-year,hunt,gender,Male,2017,churn,36.635410866279535
full-year,hunt,gender,Female,2018,churn,53.44291153232079
full-year,hunt,gender,Male,2018,churn,38.188262614328494
full-year,all_sports,all,all,2015,recruits,59908
full-year,all_sports,all,all,2016,recruits,61649
full-year,all_sports,all,all,2017,recruits,59037
full-year,all_sports,all,all,2018,recruits,55146
full-year,all_sports,residency,Non-resident,2015,recruits,23568
full-year,all_sports,residency,Non-resident,2016,recruits,24832
full-year,all_sports,residency,Non-resident,2017,recruits,25311
full-year,all_sports,residency,Non-resident,2018,recruits,24995
full-year,all_sports,residency,Resident,2015,recruits,36340
full-year,all_sports,residency,Resident,2016,recruits,36817
full-year,all_sports,residency,Resident,2017,recruits,33726
full-year,all_sports,residency,Resident,2018,recruits,30151
full-year,all_sports,age,18-24,2015,recruits,15780
full-year,all_sports,age,18-24,2016,recruits,16100
full-year,all_sports,age,18-24,2017,recruits,14753
full-year,all_sports,age,18-24,2018,recruits,13190
full-year,all_sports,age,25-34,2015,recruits,21469
full-year,all_sports,age,25-34,2016,recruits,21579
full-year,all_sports,age,25-34,2017,recruits,20220
full-year,all_sports,age,25-34,2018,recruits,18618
full-year,all_sports,age,35-44,2015,recruits,17748
full-year,all_sports,age,35-44,2016,recruits,18490
full-year,all_sports,age,35-44,2017,recruits,18232
full-year,all_sports,age,35-44,2018,recruits,17571
full-year,all_sports,age,45-54,2015,recruits,15105
full-year,all_sports,age,45-54,2016,recruits,15459
full-year,all_sports,age,45-54,2017,recruits,14861
full-year,all_sports,age,45-54,2018,recruits,13847
full-year,all_sports,age,55-64,2015,recruits,13185
full-year,all_sports,age,55-64,2016,recruits,13586
full-year,all_sports,age,55-64,2017,recruits,13914
full-year,all_sports,age,55-64,2018,recruits,13345
full-year,all_sports,gender,Female,2015,recruits,17369
full-year,all_sports,gender,Female,2016,recruits,17997
full-year,all_sports,gender,Female,2017,recruits,16814
full-year,all_sports,gender,Female,2018,recruits,15122
full-year,all_sports,gender,Male,2015,recruits,42539
full-year,all_sports,gender,Male,2016,recruits,43652
full-year,all_sports,gender,Male,2017,recruits,42223
full-year,all_sports,gender,Male,2018,recruits,40024
full-year,fish,all,all,2015,recruits,47179
full-year,fish,all,all,2016,recruits,48816
full-year,fish,all,all,2017,recruits,45730
full-year,fish,all,all,2018,recruits,38935
full-year,fish,residency,Non-resident,2015,recruits,13334
full-year,fish,residency,Non-resident,2016,recruits,14021
full-year,fish,residency,Non-resident,2017,recruits,14002
full-year,fish,residency,Non-resident,2018,recruits,12802
full-year,fish,residency,Resident,2015,recruits,33845
full-year,fish,residency,Resident,2016,recruits,34795
full-year,fish,residency,Resident,2017,recruits,31728
full-year,fish,residency,Resident,2018,recruits,26133
full-year,fish,age,18-24,2015,recruits,12734
full-year,fish,age,18-24,2016,recruits,13142
full-year,fish,age,18-24,2017,recruits,11812
full-year,fish,age,18-24,2018,recruits,10043
full-year,fish,age,25-34,2015,recruits,16817
full-year,fish,age,25-34,2016,recruits,17107
full-year,fish,age,25-34,2017,recruits,15780
full-year,fish,age,25-34,2018,recruits,13538
full-year,fish,age,35-44,2015,recruits,13292
full-year,fish,age,35-44,2016,recruits,14262
full-year,fish,age,35-44,2017,recruits,13943
full-year,fish,age,35-44,2018,recruits,12321
full-year,fish,age,45-54,2015,recruits,10773
full-year,fish,age,45-54,2016,recruits,11276
full-year,fish,age,45-54,2017,recruits,10668
full-year,fish,age,45-54,2018,recruits,9077
full-year,fish,age,55-64,2015,recruits,9272
full-year,fish,age,55-64,2016,recruits,9631
full-year,fish,age,55-64,2017,recruits,9791
full-year,fish,age,55-64,2018,recruits,8633
full-year,fish,gender,Female,2015,recruits,15637
full-year,fish,gender,Female,2016,recruits,16245
full-year,fish,gender,Female,2017,recruits,15185
full-year,fish,gender,Female,2018,recruits,12253
full-year,fish,gender,Male,2015,recruits,31542
full-year,fish,gender,Male,2016,recruits,32571
full-year,fish,gender,Male,2017,recruits,30545
full-year,fish,gender,Male,2018,recruits,26682
full-year,hunt,all,all,2015,recruits,59909
full-year,hunt,all,all,2016,recruits,61650
full-year,hunt,all,all,2017,recruits,59036
full-year,hunt,all,all,2018,recruits,55145
full-year,hunt,residency,Non-resident,2015,recruits,23568
full-year,hunt,residency,Non-resident,2016,recruits,24832
full-year,hunt,residency,Non-resident,2017,recruits,25311
full-year,hunt,residency,Non-resident,2018,recruits,24995
full-year,hunt,residency,Resident,2015,recruits,36341
full-year,hunt,residency,Resident,2016,recruits,36818
full-year,hunt,residency,Resident,2017,recruits,33725
full-year,hunt,residency,Resident,2018,recruits,30150
full-year,hunt,age,18-24,2015,recruits,15781
full-year,hunt,age,18-24,2016,recruits,16100
full-year,hunt,age,18-24,2017,recruits,14753
full-year,hunt,age,18-24,2018,recruits,13190
full-year,hunt,age,25-34,2015,recruits,21469
full-year,hunt,age,25-34,2016,recruits,21579
full-year,hunt,age,25-34,2017,recruits,20220
full-year,hunt,age,25-34,2018,recruits,18618
full-year,hunt,age,35-44,2015,recruits,17748
full-year,hunt,age,35-44,2016,recruits,18490
full-year,hunt,age,35-44,2017,recruits,18232
full-year,hunt,age,35-44,2018,recruits,17570
full-year,hunt,age,45-54,2015,recruits,15105
full-year,hunt,age,45-54,2016,recruits,15460
full-year,hunt,age,45-54,2017,recruits,14859
full-year,hunt,age,45-54,2018,recruits,13847
full-year,hunt,age,55-64,2015,recruits,13185
full-year,hunt,age,55-64,2016,recruits,13586
full-year,hunt,age,55-64,2017,recruits,13914
full-year,hunt,age,55-64,2018,recruits,13345
full-year,hunt,gender,Female,2015,recruits,17370
full-year,hunt,gender,Female,2016,recruits,17997
full-year,hunt,gender,Female,2017,recruits,16814
full-year,hunt,gender,Female,2018,recruits,15122
full-year,hunt,gender,Male,2015,recruits,42539
full-year,hunt,gender,Male,2016,recruits,43653
full-year,hunt,gender,Male,2017,recruits,42222
full-year,hunt,gender,Male,2018,recruits,40023
